name,label
"extrait 4 Honey, Hush aka Talking Woman Blues.mp3.png",0
extrait 3 Nadine - Stereo Remix.mp3.png,0
extrait 1 Around And Around.mp3.png,0
extrait 4 Crosscut Saw - Mono Mix.mp3.png,0
extrait 4 Born Under A Bad Sign - Mono Mix.mp3.png,0
extrait 4 Mary Had a Little Lamb.mp3.png,0
extrait 4 Gimme Shelter.mp3.png,0
extrait 4 Little Red Rooster - Mono Version.mp3.png,0
extrait 3 I Ain't Superstitious.mp3.png,0
extrait 3 Long Cool Woman (In a Black Dress) - 1999 Remaster.mp3.png,0
extrait 1 Cities On Flame with Rock and Roll.mp3.png,0
extrait 4 Boogie with Stu - Remaster.mp3.png,0
extrait 1 Give Me Back My Wig.mp3.png,0
extrait 1 Little Red Rooster - Mono Version.mp3.png,0
extrait 1 Dust My Broom.mp3.png,0
extrait 1 Lies.mp3.png,0
extrait 2 Maggot Brain.mp3.png,0
extrait 2 Jesus Just Left Chicago (2006 Remaster).mp3.png,0
"extrait 3 Honey, Hush aka Talking Woman Blues.mp3.png",0
extrait 3 Pride and Joy.mp3.png,0
extrait 4 All Your Love.mp3.png,0
extrait 4 It Takes Time.mp3.png,0
extrait 2 Go Back Home.mp3.png,0
extrait 4 Cities On Flame with Rock and Roll.mp3.png,0
extrait 0 Long Bomb Blues - 2009 Remaster.mp3.png,0
extrait 1 Killing Floor.mp3.png,0
"extrait 3 Baby, Please Don't Go (feat. Van Morrison).mp3.png",0
extrait 3 I Got The Blues.mp3.png,0
extrait 0 Lies.mp3.png,0
extrait 3 Candlelight Sonata in F Major - 2011 Remaster.mp3.png,0
extrait 0 Give Me Back My Wig.mp3.png,0
extrait 4 Keep On Chooglin'.mp3.png,0
extrait 2 Got My Mojo Working.mp3.png,0
extrait 1 L.A. Woman.mp3.png,0
extrait 1 Bullfrog Blues.mp3.png,0
extrait 0 Boogie Chillen'.mp3.png,0
extrait 2 Nadine - Stereo Remix.mp3.png,0
extrait 4 Double Trouble.mp3.png,0
extrait 3 Little Red Rooster - Mono Version.mp3.png,0
extrait 4 Long Cool Woman (In a Black Dress) - 1999 Remaster.mp3.png,0
extrait 4 3 O'Clock Blues - 1999 RemasterStereo.mp3.png,0
extrait 3 Heart Full of Soul - 2015 Remaster.mp3.png,0
extrait 4 Long Bomb Blues - 2009 Remaster.mp3.png,0
extrait 4 Let's Work Together.mp3.png,0
extrait 2 No Money Down.mp3.png,0
extrait 0 Mr. Soul.mp3.png,0
extrait 1 Long Bomb Blues - 2009 Remaster.mp3.png,0
extrait 0 Keep On Chooglin'.mp3.png,0
extrait 2 Bullfrog Blues.mp3.png,0
"extrait 0 Bright Lights, Big City.mp3.png",0
"extrait 4 Bright Lights, Big City.mp3.png",0
extrait 4 Almost Cut My Hair.mp3.png,0
extrait 0 Dimples.mp3.png,0
extrait 4 First Time I Met The Blues - Single Version.mp3.png,0
extrait 1 Go Back Home.mp3.png,0
extrait 1 How Many More Years.mp3.png,0
extrait 0 Dengue Woman Blues.mp3.png,0
extrait 0 I Got The Blues.mp3.png,0
extrait 0 Bullfrog Blues.mp3.png,0
extrait 1 I Can't Quit You Baby - Alternate Version.mp3.png,0
extrait 3 Let's Work Together.mp3.png,0
extrait 0 Black Sun.mp3.png,0
extrait 3 Give Me Back My Wig.mp3.png,0
extrait 2 Ain't Got Nobody.mp3.png,0
extrait 4 Pride and Joy.mp3.png,0
extrait 2 Mercury Blues.mp3.png,0
extrait 1 No Money Down.mp3.png,0
extrait 0 Jesus Just Left Chicago (2006 Remaster).mp3.png,0
extrait 4 I Ain't Drunk - Remastered.mp3.png,0
extrait 2 Midnight Rambler.mp3.png,0
extrait 4 Lies.mp3.png,0
extrait 0 Green Onions.mp3.png,0
"extrait 1 Oh Well, Pt. 1 - 2013 Remaster.mp3.png",0
extrait 4 Be Careful With a Fool.mp3.png,0
extrait 0 Double Trouble.mp3.png,0
extrait 1 Back Door Man.mp3.png,0
extrait 4 Jesus Just Left Chicago (2006 Remaster).mp3.png,0
extrait 0 Ain't Got Nobody.mp3.png,0
extrait 2 I Can't Quit You Baby - Alternate Version.mp3.png,0
extrait 1 Jesus Just Left Chicago (2006 Remaster).mp3.png,0
extrait 0 Cities On Flame with Rock and Roll.mp3.png,0
extrait 2 Cities On Flame with Rock and Roll.mp3.png,0
extrait 2 Around And Around.mp3.png,0
extrait 0 3 O'Clock Blues - 1999 RemasterStereo.mp3.png,0
extrait 0 Albert's Shuffle.mp3.png,0
extrait 0 Candlelight Sonata in F Major - 2011 Remaster.mp3.png,0
extrait 2 I'm A Man.mp3.png,0
extrait 1 Keep On Chooglin'.mp3.png,0
extrait 2 Dimples.mp3.png,0
extrait 1 Heart Full of Soul - 2015 Remaster.mp3.png,0
extrait 0 First Time I Met The Blues - Single Version.mp3.png,0
extrait 0 Love Struck Baby.mp3.png,0
extrait 2 Crosscut Saw - Mono Mix.mp3.png,0
extrait 3 No Money Down.mp3.png,0
extrait 2 Double Whammy aka Wham!.mp3.png,0
extrait 1 Gimme Shelter.mp3.png,0
"extrait 1 Honey, Hush aka Talking Woman Blues.mp3.png",0
extrait 0 Around And Around.mp3.png,0
extrait 4 All Your Love (I Miss Loving).mp3.png,0
extrait 3 Rollin' Stone.mp3.png,0
extrait 4 Baby What You Want Me To Do.mp3.png,0
extrait 4 Born in Chicago.mp3.png,0
extrait 3 Maggot Brain.mp3.png,0
extrait 0 Leaving Trunk.mp3.png,0
extrait 2 Baby What You Want Me To Do.mp3.png,0
extrait 3 Midnight Rambler.mp3.png,0
extrait 0 It Takes Time.mp3.png,0
extrait 4 Green Onions.mp3.png,0
extrait 4 Crossroads - Live.mp3.png,0
extrait 4 Back Door Man.mp3.png,0
extrait 2 My Babe.mp3.png,0
extrait 3 Bullfrog Blues.mp3.png,0
extrait 3 I Can't Quit You Baby - Alternate Version.mp3.png,0
extrait 1 Mary Had a Little Lamb.mp3.png,0
extrait 3 Leaving Trunk.mp3.png,0
extrait 1 Lucille.mp3.png,0
extrait 4 Call Me The Breeze.mp3.png,0
extrait 3 Albert's Shuffle.mp3.png,0
extrait 3 Crossroads - Live.mp3.png,0
"extrait 2 Honey, Hush aka Talking Woman Blues.mp3.png",0
extrait 1 It Takes Time.mp3.png,0
extrait 0 Crosscut Saw - Mono Mix.mp3.png,0
extrait 0 Heart Full of Soul - 2015 Remaster.mp3.png,0
extrait 0 How Many More Years.mp3.png,0
extrait 2 I Can't Quit You Baby.mp3.png,0
extrait 2 All Your Love.mp3.png,0
extrait 1 Boogie with Stu - Remaster.mp3.png,0
extrait 3 Boogie Chillen'.mp3.png,0
extrait 1 I'm A Man.mp3.png,0
extrait 2 Keep On Chooglin'.mp3.png,0
extrait 2 Gimme Shelter.mp3.png,0
extrait 3 Red House.mp3.png,0
extrait 1 Rollin' Stone.mp3.png,0
extrait 0 Let's Work Together.mp3.png,0
extrait 2 I Ain't Superstitious.mp3.png,0
extrait 0 Long Cool Woman (In a Black Dress) - 1999 Remaster.mp3.png,0
extrait 1 Black Sun.mp3.png,0
extrait 2 Long Bomb Blues - 2009 Remaster.mp3.png,0
extrait 2 Give Me Back My Wig.mp3.png,0
extrait 4 Mr. Soul.mp3.png,0
extrait 2 Bring It On Home.mp3.png,0
extrait 2 Rollin' Stone.mp3.png,0
extrait 4 Maggot Brain.mp3.png,0
extrait 2 Green Onions.mp3.png,0
extrait 1 Boogie Chillen'.mp3.png,0
extrait 1 Help Me.mp3.png,0
"extrait 1 Baby, Please Don't Go (feat. Van Morrison).mp3.png",0
extrait 4 L.A. Woman.mp3.png,0
extrait 3 Lucille.mp3.png,0
extrait 2 Mary Had a Little Lamb.mp3.png,0
extrait 4 Give Me Back My Wig.mp3.png,0
extrait 1 First Time I Met The Blues - Single Version.mp3.png,0
extrait 1 Dimples.mp3.png,0
extrait 1 Evil Ways.mp3.png,0
extrait 3 Dust My Broom.mp3.png,0
extrait 3 Mr. Soul.mp3.png,0
extrait 2 Boogie Chillen'.mp3.png,0
extrait 1 Mr. Soul.mp3.png,0
extrait 1 Boom Boom.mp3.png,0
extrait 3 Born in Chicago.mp3.png,0
extrait 4 Brown Sugar.mp3.png,0
"extrait 2 Damn Right, I've Got the Blues.mp3.png",0
extrait 3 Help Me.mp3.png,0
extrait 4 I'd Rather Go Blind.mp3.png,0
extrait 1 Leaving Trunk.mp3.png,0
extrait 4 Let's Make It.mp3.png,0
extrait 1 Double Trouble.mp3.png,0
extrait 2 Black Sun.mp3.png,0
extrait 1 Candlelight Sonata in F Major - 2011 Remaster.mp3.png,0
extrait 0 Little Red Rooster - Mono Version.mp3.png,0
extrait 2 It Takes Time.mp3.png,0
extrait 2 Candlelight Sonata in F Major - 2011 Remaster.mp3.png,0
extrait 1 All Your Love (I Miss Loving).mp3.png,0
extrait 3 I'm A Man.mp3.png,0
extrait 0 L.A. Woman.mp3.png,0
extrait 3 Gimme Shelter.mp3.png,0
extrait 3 Keep On Chooglin'.mp3.png,0
extrait 1 My Babe.mp3.png,0
extrait 4 I Ain't Superstitious.mp3.png,0
"extrait 2 Oh Well, Pt. 1 - 2013 Remaster.mp3.png",0
extrait 3 Call Me The Breeze.mp3.png,0
"extrait 2 Baby, Please Don't Go (feat. Van Morrison).mp3.png",0
extrait 3 I Can't Quit You Baby.mp3.png,0
"extrait 4 Damn Right, I've Got the Blues.mp3.png",0
extrait 4 Help Me.mp3.png,0
extrait 0 Born Under A Bad Sign - Mono Mix.mp3.png,0
extrait 0 Call Me The Breeze.mp3.png,0
extrait 0 Boom Boom.mp3.png,0
extrait 0 Cross Road Blues - Take 2.mp3.png,0
extrait 3 Ain't Got Nobody.mp3.png,0
"extrait 4 Oh Well, Pt. 1 - 2013 Remaster.mp3.png",0
extrait 1 Brother Bill (The Last Clean Shirt).mp3.png,0
extrait 1 Call Me The Breeze.mp3.png,0
extrait 3 Brother Bill (The Last Clean Shirt).mp3.png,0
extrait 4 Black Sun.mp3.png,0
extrait 4 Bullfrog Blues.mp3.png,0
extrait 0 Back Door Man.mp3.png,0
extrait 2 Heart Full of Soul - 2015 Remaster.mp3.png,0
extrait 3 Long Bomb Blues - 2009 Remaster.mp3.png,0
extrait 1 Love Struck Baby.mp3.png,0
extrait 1 Johnny B. Goode.mp3.png,0
"extrait 0 Baby, Please Don't Go (feat. Van Morrison).mp3.png",0
extrait 1 Ain't Got Nobody.mp3.png,0
extrait 3 How Many More Years.mp3.png,0
extrait 0 I'd Rather Go Blind.mp3.png,0
extrait 0 All Your Love (I Miss Loving).mp3.png,0
extrait 2 How Many More Years.mp3.png,0
extrait 2 Evil Ways.mp3.png,0
extrait 2 I Got The Blues.mp3.png,0
extrait 1 Long Cool Woman (In a Black Dress) - 1999 Remaster.mp3.png,0
extrait 4 Boom Boom.mp3.png,0
extrait 0 I Can't Quit You Baby - Alternate Version.mp3.png,0
extrait 3 Brown Sugar.mp3.png,0
"extrait 1 Damn Right, I've Got the Blues.mp3.png",0
extrait 0 Be Careful With a Fool.mp3.png,0
"extrait 1 Bright Lights, Big City.mp3.png",0
extrait 0 Lucille.mp3.png,0
extrait 2 All Your Love (I Miss Loving).mp3.png,0
extrait 2 Brown Sugar.mp3.png,0
extrait 1 I Can't Quit You Baby.mp3.png,0
extrait 2 Nabucco _ Act 3_ Giuseppe VERDI _ Nabucco. Chœur des esclaves « Va pensiero ».mp3.png,1
extrait 2 Gayaneh_ Aram KHATCHATURIAN _ Gayaneh. Danse du sabre.mp3.png,1
"extrait 4 Piano Concerto No. 1 in B-Flat Minor, Op. 23_ Piotr Ilyitch TCHAIKOVSKI _ Concerto pour piano n° 1 (extrait) - Excerpt.mp3.png",1
"extrait 4 Lieder ohne Worte, Op. 62_ Félix MENDELSSOHN _ Romances sans paroles. Chanson de printemps.mp3.png",1
"extrait 0 Piano Concerto No. 1 in B-Flat Minor, Op. 23_ Piotr Ilyitch TCHAIKOVSKI _ Concerto pour piano n° 1 (extrait) - Excerpt.mp3.png",1
extrait 4 Ludwig van BEETHOVEN _ Bagatelle « Pour Elise ».mp3.png,1
"extrait 3 Herz und Mund und Tat und Leben, Cantata BWV 147 _ Pt. 2_ Jean-Sébastien BACH _ Cantate BWV 147 Choral « Jésus que ma joie demeure ».mp3.png",1
"extrait 0 Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 _Moonlight__ Ludwig van BEETHOVEN _ Sonate pour piano n° 14 « Clair de lune », op.27 n° 2. Adagio sostenuto.mp3.png",1
"extrait 1 Fünf Lieder, Op. 49_ Johannes BRAHMS _ Berceuse, op.49 n° 4.mp3.png",1
"extrait 2 Requiem, Op. 48_ Gabriel FAURE _ Requiem, op.48. Pie Jesu.mp3.png",1
"extrait 1 Messiah, HWV 56 _ Pt. 2_ Georg Friederich HAENDEL _ Le Messie. Alléluia.mp3.png",1
"extrait 2 Piano Concerto No. 21 in C Major, K. 467_ Wolfgang Amadeus MOZART _ Concerto pour piano et orchestre n° 21 K.467. Andante.mp3.png",1
"extrait 2 Suite bergamasque, L.75_ Claude DEBUSSY _ Suite bergamasque. Clair de lune.mp3.png",1
"extrait 2 Concerto For Violin And Strings In E, Op. 8, No. 1, RV.269 _La Primavera__ Antonio VIVALDI _ Les Quatre saisons. Concerto op.8 n° 1 « Le Printemps » _ Allegro - Live.mp3.png",1
extrait 1 Ludwig van BEETHOVEN _ Bagatelle « Pour Elise ».mp3.png,1
"extrait 4 Má Vlast, JB1_112_ Bedrich SMETANA _ La Moldau (extrait) - Excerpt.mp3.png",1
"extrait 3 Orchestral Suite No. 2 In B Minor, BWV 1067_ Jean-Sébastien BACH _ Suite pour orchestre n° 2 BWV 1067. Badinerie.mp3.png",1
extrait 3 Gayaneh_ Aram KHATCHATURIAN _ Gayaneh. Danse du sabre.mp3.png,1
extrait 1 Madama Butterfly _ Act II_ Giacomo PUCCINI _ Madama Butterfly « Un bel di vedremo ».mp3.png,1
"extrait 0 Orpheus In The Underworld (Orphée aux enfers)_ Jacques OFFENBACH _ Orphée aux enfers, ouverture. Cancan final - Live.mp3.png",1
extrait 4 Emmanuel CHABRIER _ España.mp3.png,1
"extrait 1 24 Caprices for Violin, Op. 1, MS. 25_ Nicolo PAGANINI _ Caprice op.1 n° 24 pour violon seul.mp3.png",1
"extrait 2 24 Caprices for Violin, Op. 1, MS. 25_ Nicolo PAGANINI _ Caprice op.1 n° 24 pour violon seul.mp3.png",1
"extrait 2 Peer Gynt Suite No. 1, Op. 46_ Edvard GRIEG _ Peer Gynt. Dans le hall du roi de la montagne - Recorded 1982.mp3.png",1
"extrait 1 Also sprach Zarathustra, Op. 30, TrV 176_ Richard STRAUSS _ Ainsi parlait Zarathoustra, op.30 1Introduction.mp3.png",1
extrait 4 Nabucco _ Act 3_ Giuseppe VERDI _ Nabucco. Chœur des esclaves « Va pensiero ».mp3.png,1
"extrait 0 Piano Concerto No. 21 in C Major, K. 467_ Wolfgang Amadeus MOZART _ Concerto pour piano et orchestre n° 21 K.467. Andante.mp3.png",1
extrait 4 RAVEL _ Boléro (extrait) - Excerpt.mp3.png,1
"extrait 4 Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 _Moonlight__ Ludwig van BEETHOVEN _ Sonate pour piano n° 14 « Clair de lune », op.27 n° 2. Adagio sostenuto.mp3.png",1
"extrait 3 Piano Sonata No. 2 in B-Flat Minor, Op. 35_ Frédéric CHOPIN _ Sonate pour piano n° 2, op.35. Marche funèbre.mp3.png",1
"extrait 3 Préludes _ Book 1, L. 117_ Claude DEBUSSY _ Préludes, livre I. La Fille aux cheveux de lin.mp3.png",1
"extrait 1 Piano Sonata No. 11 in A Major, K. 331_ Wolfgang Amadeus MOZART _ Sonate pour piano K.331. Marche turque.mp3.png",1
extrait 0 Il Trovatore _ Act II_ Giuseppe VERDI _ Le Trouvère « Vedi ! le fosche notturne spoglie » (Chœurs des Bohèmiens).mp3.png,1
"extrait 0 Piano Sonata No. 11 in A Major, K. 331_ Wolfgang Amadeus MOZART _ Sonate pour piano K.331. Marche turque.mp3.png",1
"extrait 1 Die Walküre, WWV 86B - Concert version _ Act 3_ Richard WAGNER _ La Walkyrie. Chevauchée des Walkyries.mp3.png",1
"extrait 1 La damnation de Faust, Op. 24, H. 111 _ Pt. I_ Hector BERLIOZ _ La Damnation de Faust. Marche hongroise.mp3.png",1
"extrait 4 24 Caprices for Violin, Op. 1, MS. 25_ Nicolo PAGANINI _ Caprice op.1 n° 24 pour violon seul.mp3.png",1
"extrait 3 Messiah, HWV 56 _ Pt. 2_ Georg Friederich HAENDEL _ Le Messie. Alléluia.mp3.png",1
extrait 0 Johann STRAUSS _ Marche de Radetzky - Recorded 1980.mp3.png,1
"extrait 2 Romeo and Juliet, Op. 64 _ Act I_ Serge PROKOFIEV _ Roméo et Juliette. Danse des chevaliers.mp3.png",1
extrait 1 Paul DUKAS _ L’Apprenti sorcier.mp3.png,1
extrait 3 Premier livre de pieces de clavecin _ Troisième Suite_ Louis-Claude DAQUIN _ Le coucou.mp3.png,1
"extrait 2 Il barbiere di Siviglia, Act I_ Gioacchino ROSSINI _ La Barbier de Séville « Largo al factotum ».mp3.png",1
"extrait 0 Messiah, HWV 56 _ Pt. 2_ Georg Friederich HAENDEL _ Le Messie. Alléluia.mp3.png",1
extrait 1 Johannes BRAHMS _ Danse hongroise n° 5 (Orch. Martin Schmeling).mp3.png,1
"extrait 2 Carmen, WD 31 _ Act 1_ Georges BIZET _ Carmen, suite n° 1. Les Toréadors - Excerpt.mp3.png",1
extrait 2 Claude DEBUSSY _ Prélude à l’après-midi d’un faune.mp3.png,1
extrait 3 Messa da Requiem_ Giuseppe VERDI _ Requiem. Dies Irae.mp3.png,1
extrait 3 Gianni Schicchi_ Giacomo PUCCINI _ Gianni Schicchi « O mio babbino caro ».mp3.png,1
"extrait 4 Orpheus In The Underworld (Orphée aux enfers)_ Jacques OFFENBACH _ Orphée aux enfers, ouverture. Cancan final - Live.mp3.png",1
"extrait 1 String Quintet in E Major, G. 275_ Luigi BOCCHERINI _ Quintette à cordes op.11 n° 5. Menuet.mp3.png",1
"extrait 1 Orchestral Suite No. 2 In B Minor, BWV 1067_ Jean-Sébastien BACH _ Suite pour orchestre n° 2 BWV 1067. Badinerie.mp3.png",1
"extrait 0 La damnation de Faust, Op. 24, H. 111 _ Pt. I_ Hector BERLIOZ _ La Damnation de Faust. Marche hongroise.mp3.png",1
"extrait 4 Prelude & Fugue in C Major (Well-Tempered Clavier, Book I, No. 1), BWV 846_ Prélude n° 1 BWV 846.mp3.png",1
extrait 1 El amor brujo_ Manuel de FALLA _ L’amour sorcier. Danse rituelle du feu (extrait) - Excerpt.mp3.png,1
"extrait 0 Cello Suite No. 1 in G Major, BWV 1007_ Jean-Sébastien BACH _ Suite pour violoncelle seul BWV 1007. Prélude.mp3.png",1
extrait 3 Rigoletto _ Act 3_ Giuseppe VERDI _ Rigoletto « La donna e mobile ».mp3.png,1
"extrait 4 Piano Concerto No. 21 in C Major, K. 467_ Wolfgang Amadeus MOZART _ Concerto pour piano et orchestre n° 21 K.467. Andante.mp3.png",1
"extrait 1 Serse, HWV 40 _ Act 1_ Georg Friederich HAENDEL _ Largo de Xerxes.mp3.png",1
